timebounds,scenario,Vizcon Scenario,Pollutant Group,Actual Pollutant,Attributable Warming,Global Temperature Anomaly
1941.0,ssp119_N2O_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,N2O,5.2258463112409e-09,0.25102657787652466
1941.0,ssp119_N2O_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,N2O,5.2258463112409e-09,0.25102657787652466
1941.0,ssp119_N2O_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,N2O,5.2258463112409e-09,0.25102657787652466
1941.0,ssp119_N2O_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,N2O,5.2258463112409e-09,0.25102657787652466
1941.0,ssp119_N2O_Aviation_SLCP Forward,SLCP Forward,non-CO2,N2O,5.2258463112409e-09,0.25102657787652466
1941.0,ssp119_N2O_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,N2O,5.2258463112409e-09,0.25102657787652466
1941.0,ssp119_N2O_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,N2O,5.2258463112409e-09,0.25102657787652466
1941.0,ssp119_N2O_Aviation_zero,zero,non-CO2,N2O,0.0,0.25102657265067835
1941.0,ssp119_NOx aviation_Aviation_BAU,Historical Trends,non-CO2,NOx aviation,9.269070569006832e-05,0.25102657787652466
1941.0,ssp119_NOx aviation_Aviation_Current Commitments,Current Commitments,non-CO2,NOx aviation,9.269070569006832e-05,0.25102657787652466
1941.0,ssp119_NOx aviation_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,NOx aviation,3.102300806911984e-06,0.2509369894716415
1941.0,ssp119_NOx aviation_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,NOx aviation,0.00015065077039905228,0.25108453794123364
1941.0,ssp119_NOx aviation_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,NOx aviation,9.269070569006832e-05,0.25102657787652466
1941.0,ssp119_NOx aviation_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,NOx aviation,3.102300806911984e-06,0.2509369894716415
1941.0,ssp119_NOx aviation_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,NOx aviation,0.00015065077039905228,0.25108453794123364
1941.0,ssp119_NOx aviation_Aviation_GHG Forward,GHG Forward,non-CO2,NOx aviation,9.269070569006832e-05,0.25102657787652466
1941.0,ssp119_NOx aviation_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,NOx aviation,3.102300806911984e-06,0.2509369894716415
1941.0,ssp119_NOx aviation_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,NOx aviation,0.00015065077039905228,0.25108453794123364
1941.0,ssp119_NOx aviation_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,NOx aviation,3.102300806911984e-06,0.2509369894716415
1941.0,ssp119_NOx aviation_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,NOx aviation,0.00015065077039905228,0.25108453794123364
1941.0,ssp119_NOx aviation_Aviation_SLCP Forward,SLCP Forward,non-CO2,NOx aviation,9.269070569006832e-05,0.25102657787652466
1941.0,ssp119_NOx aviation_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,NOx aviation,3.102300806911984e-06,0.2509369894716415
1941.0,ssp119_NOx aviation_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,NOx aviation,0.00015065077039905228,0.25108453794123364
1941.0,ssp119_NOx aviation_Aviation_zero,zero,non-CO2,NOx aviation,0.0,0.2509338871708346
1941.0,ssp119_SLCP Forward,SLCP Forward,non-CO2,All,0.00017115409320156427,0.25102657787652466
1941.0,ssp119_SLCP Forward lower,SLCP Forward lower,non-CO2,All,1.8336766739734944e-05,0.25087376055006283
1941.0,ssp119_SLCP Forward upper,SLCP Forward upper,non-CO2,All,0.0003585105548333245,0.2512139343381564
1941.0,ssp119_Stratospheric water vapour_Aviation_BAU,Historical Trends,non-CO2,Stratospheric water vapour,1.035873479210414e-05,0.25102657787652466
1941.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments,Current Commitments,non-CO2,Stratospheric water vapour,1.035873479210414e-05,0.25102657787652466
1941.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,Stratospheric water vapour,4.183335433838309e-06,0.2510204024771664
1941.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,Stratospheric water vapour,1.653413320851227e-05,0.25103275327494107
1941.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,Stratospheric water vapour,1.035873479210414e-05,0.25102657787652466
1941.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,Stratospheric water vapour,4.183335433838309e-06,0.2510204024771664
1941.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,Stratospheric water vapour,1.653413320851227e-05,0.25103275327494107
1941.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward,GHG Forward,non-CO2,Stratospheric water vapour,1.035873479210414e-05,0.25102657787652466
1941.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,Stratospheric water vapour,4.183335433838309e-06,0.2510204024771664
1941.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,Stratospheric water vapour,1.653413320851227e-05,0.25103275327494107
1941.0,ssp119_Stratospheric water vapour_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,Stratospheric water vapour,4.183335433838309e-06,0.2510204024771664
1941.0,ssp119_Stratospheric water vapour_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,Stratospheric water vapour,1.653413320851227e-05,0.25103275327494107
1941.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward,SLCP Forward,non-CO2,Stratospheric water vapour,1.035873479210414e-05,0.25102657787652466
1941.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,Stratospheric water vapour,4.183335433838309e-06,0.2510204024771664
1941.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,Stratospheric water vapour,1.653413320851227e-05,0.25103275327494107
1941.0,ssp119_Stratospheric water vapour_Aviation_zero,zero,non-CO2,Stratospheric water vapour,0.0,0.25101621914173256
1941.0,ssp119_Sulfur_Aviation_BAU,Historical Trends,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_Current Commitments,Current Commitments,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_GHG Forward,GHG Forward,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_SLCP Forward,SLCP Forward,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,Sulfur,-1.333587391405544e-05,0.25102657787652466
1941.0,ssp119_Sulfur_Aviation_zero,zero,non-CO2,Sulfur,0.0,0.2510399137504387
1941.0,ssp119_contrails_Aviation_BAU,Historical Trends,non-CO2,contrails,6.865936150690644e-05,0.25102657787652466
1941.0,ssp119_contrails_Aviation_Current Commitments,Current Commitments,non-CO2,contrails,6.865936150690644e-05,0.25102657787652466
1941.0,ssp119_contrails_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,contrails,1.1605838694472848e-05,0.2509695243537122
1941.0,ssp119_contrails_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,contrails,0.00019188035883593857,0.2511497988738537
1941.0,ssp119_contrails_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,contrails,6.865936150690644e-05,0.25102657787652466
1941.0,ssp119_contrails_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,contrails,1.1605838694472848e-05,0.2509695243537122
1941.0,ssp119_contrails_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,contrails,0.00019188035883593857,0.2511497988738537
1941.0,ssp119_contrails_Aviation_GHG Forward,GHG Forward,non-CO2,contrails,6.865936150690644e-05,0.25102657787652466
1941.0,ssp119_contrails_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,contrails,1.1605838694472848e-05,0.2509695243537122
1941.0,ssp119_contrails_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,contrails,0.00019188035883593857,0.2511497988738537
1941.0,ssp119_contrails_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,contrails,1.1605838694472848e-05,0.2509695243537122
1941.0,ssp119_contrails_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,contrails,0.00019188035883593857,0.2511497988738537
1941.0,ssp119_contrails_Aviation_SLCP Forward,SLCP Forward,non-CO2,contrails,6.865936150690644e-05,0.25102657787652466
1941.0,ssp119_contrails_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,contrails,1.1605838694472848e-05,0.2509695243537122
1941.0,ssp119_contrails_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,contrails,0.00019188035883593857,0.2511497988738537
1941.0,ssp119_contrails_Aviation_zero,zero,non-CO2,contrails,0.0,0.25095791851501775
1941.0,ssp119_zero_tra,zero,,All,0.0,0.2508554237833231
1942.0,ssp119,,,,,0.24685706774996843
1942.0,ssp119_BAU,Historical Trends,non-CO2,All,0.00027019869382616246,0.24685706774996843
1942.0,ssp119_BC_Aviation_BAU,Historical Trends,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_Current Commitments,Current Commitments,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_GHG Forward,GHG Forward,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_SLCP Forward,SLCP Forward,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,BC,6.138792472715204e-06,0.24685706774996843
1942.0,ssp119_BC_Aviation_zero,zero,non-CO2,BC,0.0,0.24685092895749572
1942.0,ssp119_CH4_Aviation_BAU,Historical Trends,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_Current Commitments,Current Commitments,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_GHG Forward,GHG Forward,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_SLCP Forward,SLCP Forward,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,CH4,3.0929231097098775e-06,0.24685706774996843
1942.0,ssp119_CH4_Aviation_zero,zero,non-CO2,CH4,0.0,0.24685397482685872
1942.0,ssp119_CO2 FFI_Aviation_BAU,Historical Trends,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_Current Commitments,Current Commitments,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_Current Commitments lower,Current Commitments lower,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_Current Commitments upper,Current Commitments upper,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_Full Breakthrough,Full Breakthrough,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_Full Breakthrough lower,Full Breakthrough lower,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_Full Breakthrough upper,Full Breakthrough upper,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_GHG Forward,GHG Forward,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_GHG Forward lower,GHG Forward lower,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_GHG Forward upper,GHG Forward upper,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_Historical Trends lower,Historical Trends lower,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_Historical Trends upper,Historical Trends upper,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_SLCP Forward,SLCP Forward,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_SLCP Forward lower,SLCP Forward lower,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_SLCP Forward upper,SLCP Forward upper,CO2,CO2 FFI,2.2647426018512773e-05,0.24685706774996843
1942.0,ssp119_CO2 FFI_Aviation_zero,zero,CO2,CO2 FFI,0.0,0.24683442032394992
1942.0,ssp119_Current Commitments,Current Commitments,non-CO2,All,0.00027019869382616246,0.24685706774996843
1942.0,ssp119_Current Commitments lower,Current Commitments lower,non-CO2,All,3.600344877913164e-05,0.2466228725049214
1942.0,ssp119_Current Commitments upper,Current Commitments upper,non-CO2,All,0.0005577882207020712,0.24714465727684434
1942.0,ssp119_Full Breakthrough,Full Breakthrough,non-CO2,All,0.00027019869382616246,0.24685706774996843
1942.0,ssp119_Full Breakthrough lower,Full Breakthrough lower,non-CO2,All,3.600344877913164e-05,0.2466228725049214
1942.0,ssp119_Full Breakthrough upper,Full Breakthrough upper,non-CO2,All,0.0005577882207020712,0.24714465727684434
1942.0,ssp119_GHG Forward,GHG Forward,non-CO2,All,0.00027019869382616246,0.24685706774996843
1942.0,ssp119_GHG Forward lower,GHG Forward lower,non-CO2,All,3.600344877913164e-05,0.2466228725049214
1942.0,ssp119_GHG Forward upper,GHG Forward upper,non-CO2,All,0.0005577882207020712,0.24714465727684434
1942.0,ssp119_Historical Trends lower,Historical Trends lower,non-CO2,All,3.600344877913164e-05,0.2466228725049214
1942.0,ssp119_Historical Trends upper,Historical Trends upper,non-CO2,All,0.0005577882207020712,0.24714465727684434
1942.0,ssp119_N2O_Aviation_BAU,Historical Trends,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_Current Commitments,Current Commitments,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_GHG Forward,GHG Forward,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_SLCP Forward,SLCP Forward,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,N2O,1.494668583346126e-08,0.24685706774996843
1942.0,ssp119_N2O_Aviation_zero,zero,non-CO2,N2O,0.0,0.2468570528032826
1942.0,ssp119_NOx aviation_Aviation_BAU,Historical Trends,non-CO2,NOx aviation,0.00014174973248276546,0.24685706774996843
1942.0,ssp119_NOx aviation_Aviation_Current Commitments,Current Commitments,non-CO2,NOx aviation,0.00014174973248276546,0.24685706774996843
1942.0,ssp119_NOx aviation_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,NOx aviation,4.74427568697422e-06,0.24672006229317264
1942.0,ssp119_NOx aviation_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,NOx aviation,0.00023038670630898261,0.24694570472379465
1942.0,ssp119_NOx aviation_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,NOx aviation,0.00014174973248276546,0.24685706774996843
1942.0,ssp119_NOx aviation_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,NOx aviation,4.74427568697422e-06,0.24672006229317264
1942.0,ssp119_NOx aviation_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,NOx aviation,0.00023038670630898261,0.24694570472379465
1942.0,ssp119_NOx aviation_Aviation_GHG Forward,GHG Forward,non-CO2,NOx aviation,0.00014174973248276546,0.24685706774996843
